NaiveTimes,StrassenTimes,AlphaTensor,log2,log445
0.014998,0.015001,0.011999,3,1
1.2195070000000001,0.93951,0.711999,3,2
0.136,0.112999,0.091,4,1
9.695578,6.529227,4.908049,4,2
0.96264,0.744001,0.564,5,1
77.227504,45.441523,33.899891,5,2
7.6421,5.215539,3.914478,6,1
623.796667,318.784663,235.676519,6,2
62.07502,36.418399,27.639780000000002,7,1
5013.436188,2470.638081,1529.125592,7,2
286.141247,146.736396,102.274951,8,1
32294.374775,8929.329893,6090.783131,8,2
