NaiveTimes,StrassenTimes,AlphaTensor,log2,log5
0.0,0.0,0.001007,3,1
0.015615,0.015634,0.01564,3,2
0.0,0.0,0.0,4,1
0.11585,0.069046,0.086678,4,2
0.008085,0.010112,0.002048,5,1
1.1181510000000001,0.626113,0.574457,5,2
0.062527,0.053401,0.069026,6,1
21.236941,3.737076,3.90794,6,2
