NaiveTimes,StrassenTimes,AlphaTensor,log2,log4
0.015624,0.015638,0.02215,3,1
1.049243,0.686152,1.276096,3,2
0.108916,0.093762,0.2383,4,1
7.573255,4.721271,9.440383,4,2
0.989661,0.57891,1.314706,5,1
62.307003,32.306474,60.604913,5,2
7.600591,4.217334,8.476001,6,1
538.973474,249.30089,520.71827,6,2
