NaiveTimes,StrassenTimes,AlphaTensor,log2,log345
0.0,0.0,0.0,2,1
0.125,0.124998,0.125036,2,2
0.015626,0.031252,0.0,3,1
1.08841,0.843749,0.656248,3,2
0.156251,0.125035,0.109332,4,1
8.921874,5.968751,4.875,4,2
1.187505,0.906247,0.734375,5,1
72.355931,42.171862,34.312515,5,2
9.777396,6.509519,5.187503,6,1
668.903482,343.861117,275.998404,6,2
88.453119,51.76563,41.234372,7,1
5386.31649,2382.593761,1942.375007,7,2
713.499989,362.140623,288.46876,8,1
43382.090147,16713.064381,13554.725358,8,2
